symbol,status,entryTime,exitTime,entryPrice,exitPrice,quantity,pnlNet,exitReason
"BTCUSDT","closed",1704085500000,1704087300000,42373.86199199999,42246.176,0.0008200000000000001,-0.17409094459343777,"signal_exit"
"XRPUSDT","closed",1704087300000,1704087900000,0.61168896,0.6095119999999999,44,-0.14951908223999766,"signal_exit"
"ETHUSDT","closed",1704085500000,1704088800000,2281.603824,2275.198384,0.01,-0.1096224220799975,"signal_exit"
"ADAUSDT","closed",1704090600000,1704098700000,0.5956761599999999,0.59792128,58.5,0.06151406976001539,"signal_exit"
"BTCUSDT","closed",1704090900000,1704108900000,42388.87399199999,42605.23852,0.0005300000000000001,0.06962632020864135,"signal_exit"
"ADAUSDT","closed",1704099300000,1704109500000,0.59987952,0.60021944,45,-0.03870805320000059,"signal_exit"
"ETHUSDT","closed",1704111300000,1704114900000,2304.14184,2302.8362559999996,0.0098,-0.05794310854080109,"signal_exit"
"ETHUSDT","closed",1704115500000,1704117900000,2308.1850719999998,2299.139216,0.0098,-0.13380116682239773,"signal_exit"
"XRPUSDT","closed",1704110100000,1704118500000,0.6209964,0.61930416,56.1,-0.16451552541600023,"signal_exit"
"BNBUSDT","closed",1704121800000,1704129300000,310.94856,311.35072,0.07200000000000001,-0.01585002815999559,"signal_exit"
"DOGEUSDT","closed",1704120600000,1704135900000,0.09062244,0.091286912,383,0.18482149418399985,"signal_exit"
"DOGEUSDT","closed",1704137400000,1704142200000,0.09178336799999999,0.09150673599999999,293,-0.13475717647200014,"signal_exit"
"ETHUSDT","closed",1704130200000,1704144300000,2315.3307839999998,2336.22952,0.0097,0.15759760425120106,"signal_exit"
"XRPUSDT","closed",1704146100000,1704147600000,0.6287025599999999,0.6265983199999999,55.300000000000004,-0.18578261066399904,"signal_exit"
"DOGEUSDT","closed",1704146700000,1704149100000,0.09176335199999999,0.09137684,246,-0.14013443923199986,"signal_exit"
"ADAUSDT","closed",1704149400000,1704160500000,0.6184943999999999,0.62729776,56.1,0.4239795558240118,"signal_exit"
"SOLUSDT","closed",1704149700000,1704162900000,108.17647199999999,111.400808,0.20800000000000002,0.6249898137600027,"signal_exit"
"SOLUSDT","closed",1704163800000,1704165600000,111.959496,111.071072,0.23,-0.25563455063999996,"signal_exit"
"BTCUSDT","closed",1704162000000,1704170100000,45025.431552,45169.825207999995,0.00059,0.03197705555159658,"signal_exit"
"ADAUSDT","closed",1704170400000,1704171300000,0.62940312,0.6270979200000001,41.300000000000004,-0.14709825295199508,"signal_exit"
"XRPUSDT","closed",1704172800000,1704174300000,0.6345071999999999,0.6312945600000001,40.900000000000006,-0.18316826798399433,"signal_exit"
"DOGEUSDT","closed",1704166800000,1704174900000,0.092964312,0.09274574399999999,276,-0.11158074345600255,"signal_exit"
"BTCUSDT","closed",1704177600000,1704189300000,45331.236,45636.941216,0.00076,0.16320014947584127,"signal_exit"
"SOLUSDT","closed",1704177900000,1704191700000,113.08039199999999,114.598248,0.201,0.2593256493600009,"signal_exit"
"BNBUSDT","closed",1704193800000,1704199800000,320.256,317.54576000000003,0.109,-0.36493655183999607,"signal_exit"
"ETHUSDT","closed",1704198300000,1704200400000,2401.799904,2387.2286879999997,0.0094,-0.18198629916480158,"signal_exit"
"SOLUSDT","closed",1704202200000,1704203400000,113.79096,113.299288,0.199,-0.14303368735200195,"signal_exit"
"DOGEUSDT","closed",1704203400000,1704206400000,0.092734128,0.092206176,243,-0.17323282987199562,"signal_exit"
"BTCUSDT","closed",1704201300000,1704206700000,45571.538087999994,45165.8384,0.00076,-0.3772921690108788,"signal_exit"
"XRPUSDT","closed",1704211200000,1704212100000,0.62590032,0.6231011200000001,55.2,-0.22346071948799562,"signal_exit"
"ADAUSDT","closed",1704211500000,1704212400000,0.61419096,0.61201,36.5,-0.12436137503999234,"signal_exit"
"BTCUSDT","closed",1704213900000,1704216900000,45432.767159999996,44986.541952,0.0004900000000000001,-0.2629558133848775,"signal_exit"
"ADAUSDT","closed",1704212700000,1704216900000,0.6158923199999999,0.61181016,55.900000000000006,-0.29682131263199807,"signal_exit"
"BNBUSDT","closed",1704220200000,1704221100000,310.74839999999995,309.55216,0.07100000000000001,-0.12897437975999537,"signal_exit"
"BNBUSDT","closed",1704221400000,1704221700000,309.7476,309.45223999999996,0.07100000000000001,-0.06493374864000145,"signal_exit"
"ETHUSDT","closed",1704220200000,1704224700000,2370.3547679999997,2362.878184,0.014400000000000001,-0.175821364108792,"signal_exit"
"SOLUSDT","closed",1704222300000,1704224700000,108.616824,107.414,0.20400000000000001,-0.28944638409599577,"signal_exit"
"ETHUSDT","closed",1704225900000,1704228600000,2378.541312,2361.669152,0.0092,-0.1988338082688017,"signal_exit"
"BNBUSDT","closed",1704225300000,1704228900000,311.44895999999994,309.85192,0.109,-0.2417991559199848,"signal_exit"
"BNBUSDT","closed",1704230700000,1704232500000,311.24879999999996,310.45144,0.108,-0.15325850592000023,"signal_exit"
"XRPUSDT","closed",1704232500000,1704235200000,0.6277017599999999,0.62440008,41.7,-0.18989270272799885,"signal_exit"
"BTCUSDT","closed",1704231900000,1704235800000,45077.5332,44926.110336,0.00048000000000000007,-0.11588472361727753,"signal_exit"
"XRPUSDT","closed",1704237300000,1704239400000,0.62830224,0.6240004,34.800000000000004,-0.19328416387200065,"signal_exit"
"DOGEUSDT","closed",1704236700000,1704239400000,0.09137304,0.09103711199999999,368,-0.19074843993600865,"signal_exit"
"BNBUSDT","closed",1704240000000,1704245400000,313.25039999999996,312.25,0.107,-0.1739713427999945,"signal_exit"
"BTCUSDT","closed",1704241200000,1704251100000,45007.07687999999,45173.242472000005,0.00048000000000000007,0.03647293087104586,"signal_exit"
"SOLUSDT","closed",1704246900000,1704251100000,108.23652,107.134224,0.23900000000000002,-0.31492235181600137,"signal_exit"
"SOLUSDT","closed",1704254400000,1704257700000,107.766144,107.883624,0.309,-0.03033445831199799,"signal_exit"
"BNBUSDT","closed",1704255000000,1704267900000,314.05104,316.64648,0.069,0.13556723111999958,"signal_exit"
"SOLUSDT","closed",1704258300000,1704267900000,108.43667999999998,107.803688,0.23700000000000002,-0.20126807121599555,"signal_exit"
