symbol,status,entryTime,exitTime,entryPrice,exitPrice,quantity,pnlNet,exitReason
"ETHUSDT","closed",1704087000000,1704090300000,2280.049455,2275.00193,0.0008,-0.00768206110799996,"signal_exit"
"DOGEUSDT","closed",1704090900000,1704099600000,0.08932464,0.08953521000000002,22,0.0006976233000004495,"signal_exit"
"DOGEUSDT","closed",1704101700000,1704143700000,0.0898449,0.09148423500000001,22,0.03207612903000001,"signal_exit"
"BNBUSDT","closed",1704148500000,1704162900000,313.45664999999997,317.14135000000005,0.006,0.018324612000000462,"signal_exit"
"DOGEUSDT","closed",1704166800000,1704167100000,0.09293644499999999,0.09277359,21,-0.007319865734999764,"signal_exit"
"DOGEUSDT","closed",1704167400000,1704175500000,0.093016485,0.09271362,21,-0.010260497205000219,"signal_exit"
"BTCUSDT","closed",1704178200000,1704190500000,45277.20729,45630.07355,0.00004,0.010478359166399942,"signal_exit"
"BNBUSDT","closed",1704194700000,1704200700000,319.7598,318.44070000000005,0.006,-0.011743802999999664,"signal_exit"
"BTCUSDT","closed",1704202500000,1704207300000,45625.651425,45236.100635,0.00004,-0.019216501682399967,"signal_exit"
"ADAUSDT","closed",1704214200000,1704217800000,0.61700835,0.61379295,3.2,-0.014227844159999892,"signal_exit"
"DOGEUSDT","closed",1704219900000,1704223200000,0.091715835,0.09127434000000001,21,-0.013114188674999472,"signal_exit"
"SOLUSDT","closed",1704224700000,1704225000000,107.55375,107.10642,0.018000000000000002,-0.01191582305999983,"signal_exit"
"ADAUSDT","closed",1704226500000,1704227700000,0.61580775,0.6090953000000001,3.2,-0.025399529759999595,"signal_exit"
"SOLUSDT","closed",1704228000000,1704228600000,107.643795,107.24635,0.018000000000000002,-0.011022032609999677,"signal_exit"
"BTCUSDT","closed",1704232500000,1704237900000,45142.299869999995,44944.99626000001,0.00004,-0.011495636245199448,"signal_exit"
"DOGEUSDT","closed",1704242100000,1704250800000,0.09148571999999999,0.091524215,21,-0.0030348136349998,"signal_exit"
"BNBUSDT","closed",1704255600000,1704269100000,314.25705,318.2408,0.006,0.020107512899999902,"signal_exit"
"BNBUSDT","closed",1704272700000,1704282300000,320.56019999999995,324.83750000000003,0.006,0.02179141380000038,"signal_exit"
